institution,region,institution_size,avg_salary,regional_salary,age,gender,tenure_years,performance_grade,workload_level,flexible_work,quarter,overtime_hours,vacation_usage_rate,commute_time,burnout_risk_score,burnout_risk_level,quit_probability,expected_total_tenure
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,42,F,3,C,medium,Y,2024Q2,11,0.75,60,20,low,0.32,10
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,30,M,8,B,medium,Y,2024Q3,10,0.8,44,15,low,0.22,15
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,42,M,3,B,low,N,2024Q1,1,0.92,76,20,low,0.29,9
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,26,F,4,B,medium,Y,2024Q4,9,0.69,64,20,low,0.22,11
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,32,F,5,C,high,N,2024Q2,23,0.28,76,82,high,0.61,6
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,55,M,7,B,high,Y,2024Q3,33,0.71,71,65,high,0.39,9
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,57,F,3,B,medium,Y,2024Q2,13,0.78,87,25,low,0.24,10
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,28,M,6,A,medium,Y,2024Q4,12,0.85,45,15,low,0.17,17
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,49,F,5,C,medium,N,2024Q2,10,0.63,41,25,low,0.42,11
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,25,F,2,C,medium,N,2024Q2,13,0.63,71,35,medium,0.56,7
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,41,F,1,A,low,Y,2024Q2,5,0.92,60,5,low,0.24,10
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,34,M,11,B,medium,Y,2024Q3,4,0.66,64,20,low,0.14,20
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,42,F,6,B,medium,N,2024Q2,13,0.68,48,25,low,0.32,12
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,36,F,5,C,low,N,2024Q3,4,0.75,61,15,low,0.37,11
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,37,M,3,C,high,Y,2024Q4,26,0.53,79,75,high,0.51,5
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,52,F,1,B,low,Y,2024Q4,2,0.76,63,5,low,0.29,8
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,28,F,4,B,medium,Y,2024Q1,9,0.72,69,20,low,0.22,11
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,28,F,3,B,medium,Y,2024Q3,13,0.75,46,15,low,0.22,10
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,32,M,1,B,medium,N,2024Q1,9,0.94,75,35,medium,0.46,6
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,45,F,1,B,low,Y,2024Q3,0,0.9,71,10,low,0.31,8
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,32,F,1,B,medium,N,2024Q1,10,0.67,58,30,low,0.44,7
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,40,M,2,B,high,N,2024Q1,20,0.35,51,77,high,0.61,3
북한이탈주민지원재단,서울특별시,172.0,64144.0,60136.49,31,M,2,C,low,N,2024Q4,4,0.93,68,15,low,0.49,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,F,3,B,high,N,2024Q1,15,0.5,39,62,medium,0.57,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,M,1,B,low,N,2024Q2,7,0.95,77,20,low,0.52,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,24,F,1,B,medium,Y,2024Q1,9,0.61,78,25,low,0.47,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,55,F,2,A,medium,N,2024Q4,9,0.58,91,45,medium,0.54,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,41,M,10,B,low,Y,2024Q3,2,0.82,64,5,low,0.2,19
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,47,M,7,B,medium,Y,2024Q1,7,0.71,69,20,low,0.33,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,F,5,A,low,N,2024Q2,6,0.79,53,15,low,0.33,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,26,M,4,C,medium,N,2024Q1,4,0.73,41,25,low,0.53,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,48,F,17,C,medium,Y,2024Q3,9,0.81,57,20,low,0.35,24
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,M,3,B,medium,N,2024Q4,9,0.7,62,30,low,0.43,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,22,F,0,A,medium,Y,2024Q3,5,0.73,52,20,low,0.4,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,F,3,B,low,Y,2024Q3,1,0.84,77,10,low,0.3,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,39,M,5,B,high,N,2024Q1,28,0.29,62,90,high,0.63,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,49,M,7,B,low,Y,2024Q3,2,0.84,51,5,low,0.28,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,29,M,6,B,medium,N,2024Q4,10,0.66,64,30,low,0.43,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,29,F,7,C,medium,Y,2024Q1,4,0.58,64,30,low,0.45,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,40,F,13,B,high,Y,2024Q2,30,0.32,78,85,high,0.47,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,30,M,2,B,high,Y,2024Q3,25,0.47,83,75,high,0.64,3
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,47,M,9,B,high,Y,2024Q1,15,0.72,53,47,medium,0.45,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,F,6,C,low,N,2024Q3,5,0.94,93,20,low,0.5,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,23,M,1,A,medium,N,2024Q3,17,0.76,68,42,medium,0.52,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,F,3,B,low,Y,2024Q4,0,1.0,77,10,low,0.3,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,39,F,1,B,high,N,2024Q3,23,0.58,62,72,high,0.69,2
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,41,M,11,A,high,Y,2024Q4,19,0.49,47,52,medium,0.34,17
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,58,F,8,C,medium,N,2024Q4,11,0.49,56,40,medium,0.55,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,M,3,B,medium,N,2024Q3,13,0.56,42,35,medium,0.45,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,F,1,B,medium,N,2024Q1,17,0.83,51,42,medium,0.57,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,26,M,2,B,low,N,2024Q3,2,0.72,52,15,low,0.5,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,M,9,B,medium,N,2024Q3,12,0.8,58,30,low,0.43,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,M,3,B,medium,N,2024Q2,14,0.69,40,25,low,0.43,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,54,F,11,A,medium,Y,2024Q2,12,0.52,50,30,low,0.22,20
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,28,M,6,C,high,Y,2024Q1,23,0.33,41,62,medium,0.6,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,37,M,3,B,high,Y,2024Q2,11,0.64,58,35,medium,0.43,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,45,M,6,B,medium,Y,2024Q4,7,0.49,72,35,medium,0.37,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,45,F,5,B,medium,N,2024Q4,12,0.68,48,25,low,0.43,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,24,M,1,A,medium,Y,2024Q3,16,0.61,81,37,medium,0.44,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,28,F,6,B,medium,Y,2024Q1,10,0.66,66,20,low,0.33,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,F,9,B,high,Y,2024Q1,19,0.71,41,42,medium,0.45,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,M,8,B,medium,Y,2024Q1,14,0.81,63,20,low,0.33,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,37,F,6,B,medium,Y,2024Q4,3,0.79,41,15,low,0.33,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,40,F,6,A,high,Y,2024Q3,20,0.52,65,57,medium,0.42,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,44,M,4,B,medium,N,2024Q4,13,0.6,71,45,medium,0.47,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,23,M,1,B,medium,Y,2024Q4,7,0.6,50,30,low,0.47,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,49,M,10,C,medium,N,2024Q3,9,0.71,84,35,medium,0.47,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,37,M,8,B,medium,Y,2024Q3,4,0.6,87,35,medium,0.37,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,M,9,B,medium,N,2024Q1,15,0.65,70,47,medium,0.47,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,30,M,8,A,high,N,2024Q1,29,0.38,74,95,high,0.6,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,F,3,B,medium,Y,2024Q1,6,0.6,67,30,low,0.35,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,59,F,6,B,low,Y,2024Q1,2,0.94,58,5,low,0.28,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,F,2,B,medium,N,2024Q4,5,0.55,62,40,medium,0.57,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,F,3,B,medium,Y,2024Q2,11,0.68,48,15,low,0.33,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,29,M,2,B,medium,Y,2024Q1,6,0.68,68,20,low,0.45,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,54,F,8,B,low,N,2024Q2,4,0.9,49,10,low,0.38,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,M,2,C,high,N,2024Q4,21,0.59,51,67,high,0.79,3
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,39,M,17,C,medium,N,2024Q2,6,0.57,73,45,medium,0.49,22
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,55,F,10,C,medium,Y,2024Q3,12,0.7,35,15,low,0.35,17
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,38,M,5,B,medium,Y,2024Q1,8,0.73,70,25,low,0.35,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,30,F,3,C,medium,Y,2024Q1,4,0.68,78,25,low,0.45,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,40,F,4,B,medium,N,2024Q3,16,0.66,63,42,medium,0.45,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,M,5,B,medium,Y,2024Q2,10,0.76,60,20,low,0.33,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,F,3,C,medium,Y,2024Q4,4,0.84,71,25,low,0.45,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,24,F,2,B,high,N,2024Q4,25,0.48,77,85,high,0.74,3
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,45,M,18,B,medium,Y,2024Q2,13,0.71,74,25,low,0.27,25
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,M,7,C,medium,Y,2024Q3,13,0.78,69,20,low,0.43,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,22,F,0,B,high,N,2024Q3,14,0.5,45,55,medium,0.67,1
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,F,8,B,high,Y,2024Q1,23,0.44,82,62,medium,0.49,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,M,10,B,medium,N,2024Q3,12,0.56,28,35,medium,0.37,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,M,7,B,low,Y,2024Q1,2,0.91,41,0,low,0.28,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,54,F,11,B,high,Y,2024Q4,18,0.45,68,57,medium,0.39,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,F,4,B,medium,Y,2024Q1,8,0.72,35,15,low,0.33,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,49,F,7,B,medium,N,2024Q2,10,0.5,44,35,medium,0.45,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,48,F,2,A,high,N,2024Q2,27,0.53,50,80,high,0.67,3
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,26,M,4,C,high,Y,2024Q4,21,0.64,52,47,medium,0.55,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,48,M,9,A,medium,N,2024Q1,14,0.61,46,25,low,0.38,17
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,44,M,1,A,low,Y,2024Q4,11,0.92,52,5,low,0.35,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,40,M,9,A,medium,N,2024Q3,16,0.69,71,47,medium,0.42,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,37,M,5,A,medium,N,2024Q1,19,0.81,28,37,medium,0.4,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,57,F,3,B,low,N,2024Q3,5,0.84,58,15,low,0.38,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,M,1,C,high,Y,2024Q1,22,0.58,67,62,medium,0.69,2
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,M,5,B,medium,Y,2024Q4,9,0.66,41,15,low,0.33,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,F,10,B,low,N,2024Q4,4,0.79,71,20,low,0.32,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,F,3,C,medium,Y,2024Q4,11,0.68,70,25,low,0.45,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,22,M,0,A,low,N,2024Q2,6,0.72,34,10,low,0.45,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,F,8,C,medium,Y,2024Q3,15,0.9,72,37,medium,0.47,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,49,F,11,B,low,Y,2024Q1,0,0.94,79,10,low,0.22,18
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,43,M,21,C,medium,Y,2024Q2,7,0.64,39,15,low,0.35,28
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,M,10,B,medium,Y,2024Q1,7,0.82,42,15,low,0.25,17
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,M,4,C,low,Y,2024Q3,0,0.84,50,5,low,0.38,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,F,6,A,medium,N,2024Q2,9,0.79,80,35,medium,0.4,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,23,F,1,B,medium,N,2024Q4,7,0.72,38,25,low,0.55,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,57,F,7,B,medium,N,2024Q3,8,0.74,70,35,medium,0.45,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,41,M,14,B,medium,Y,2024Q2,8,0.74,75,25,low,0.27,21
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,M,5,C,medium,Y,2024Q2,5,0.71,62,20,low,0.43,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,M,9,B,medium,Y,2024Q1,9,0.82,54,20,low,0.33,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,44,M,3,B,low,N,2024Q3,6,0.8,44,10,low,0.38,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,29,M,4,B,low,Y,2024Q1,0,0.87,46,0,low,0.28,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,23,F,1,B,low,N,2024Q2,5,0.8,60,15,low,0.5,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,M,3,B,medium,N,2024Q3,19,0.47,71,57,medium,0.49,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,24,F,2,A,high,Y,2024Q2,16,0.53,53,57,medium,0.54,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,34,F,12,B,medium,N,2024Q2,20,0.67,80,47,medium,0.39,17
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,43,M,4,C,low,N,2024Q1,2,0.78,75,20,low,0.5,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,48,M,5,C,medium,N,2024Q2,10,0.78,46,25,low,0.53,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,37,M,4,B,high,Y,2024Q2,14,0.67,69,35,medium,0.43,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,59,M,3,B,medium,Y,2024Q4,7,0.69,55,20,low,0.33,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,46,M,13,A,high,Y,2024Q4,26,0.56,49,65,high,0.37,17
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,M,3,C,high,N,2024Q2,34,0.32,82,95,high,0.75,4
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,57,F,9,B,medium,N,2024Q4,5,0.64,57,30,low,0.43,15
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,26,M,4,B,low,N,2024Q2,1,0.84,45,10,low,0.38,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,58,F,3,B,medium,Y,2024Q1,10,0.69,86,25,low,0.35,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,50,M,5,C,high,N,2024Q1,37,0.48,59,80,high,0.7,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,F,6,B,medium,N,2024Q3,15,0.68,35,37,medium,0.45,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,F,2,B,high,N,2024Q1,24,0.45,60,67,high,0.69,3
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,35,M,6,B,medium,Y,2024Q3,4,0.77,64,20,low,0.33,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,54,M,2,A,medium,Y,2024Q3,16,0.66,25,27,low,0.42,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,M,8,B,medium,N,2024Q2,15,0.58,74,57,medium,0.49,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,30,M,3,A,high,N,2024Q3,27,0.38,63,90,high,0.58,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,38,F,16,B,medium,N,2024Q3,6,0.77,57,30,low,0.35,22
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,40,M,2,C,low,Y,2024Q2,0,0.8,64,5,low,0.5,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,F,4,B,medium,N,2024Q3,13,0.89,30,25,low,0.43,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,F,5,B,high,Y,2024Q2,29,0.45,55,70,high,0.5,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,52,M,8,B,medium,N,2024Q3,11,0.73,38,25,low,0.43,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,47,M,24,A,medium,N,2024Q3,13,0.65,44,25,low,0.3,30
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,F,1,B,medium,Y,2024Q1,14,0.73,46,15,low,0.45,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,48,F,4,B,medium,N,2024Q1,17,0.56,67,52,medium,0.47,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,52,M,10,B,high,N,2024Q1,21,0.49,90,72,high,0.51,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,M,5,C,low,N,2024Q3,1,0.92,43,10,low,0.48,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,45,F,2,B,low,N,2024Q4,9,0.84,60,15,low,0.5,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,M,6,A,medium,N,2024Q3,6,0.76,65,30,low,0.38,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,35,F,4,A,medium,N,2024Q2,6,0.68,54,30,low,0.38,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,M,9,A,medium,Y,2024Q3,12,0.83,44,15,low,0.28,18
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,M,6,B,medium,N,2024Q4,5,0.59,51,40,medium,0.45,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,58,F,1,B,high,Y,2024Q2,24,0.43,71,67,high,0.61,2
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,57,F,14,C,high,Y,2024Q3,13,0.62,64,35,medium,0.45,18
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,41,M,1,B,medium,N,2024Q3,13,0.61,71,35,medium,0.57,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,M,3,C,medium,N,2024Q3,14,0.56,62,40,medium,0.55,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,35,M,1,B,high,N,2024Q2,26,0.4,85,90,high,0.74,2
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,41,F,2,B,medium,Y,2024Q3,8,0.76,75,25,low,0.47,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,F,2,B,low,N,2024Q3,4,0.88,76,20,low,0.52,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,F,0,B,low,Y,2024Q3,7,0.94,70,10,low,0.42,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,52,F,9,A,medium,N,2024Q3,13,0.75,72,35,medium,0.4,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,F,9,A,medium,Y,2024Q2,9,0.71,53,20,low,0.28,18
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,34,M,6,A,medium,Y,2024Q4,18,0.59,80,47,medium,0.34,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,39,F,4,B,medium,N,2024Q2,9,0.74,66,30,low,0.43,10
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,30,M,7,B,medium,N,2024Q3,5,0.69,54,30,low,0.43,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,52,F,5,B,medium,N,2024Q4,7,0.82,38,25,low,0.43,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,47,F,2,B,medium,N,2024Q2,19,0.57,64,52,medium,0.59,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,43,M,11,B,medium,N,2024Q2,10,0.58,80,45,medium,0.39,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,30,F,1,B,medium,N,2024Q4,15,0.63,79,47,medium,0.59,6
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,F,3,B,medium,N,2024Q2,7,0.68,47,25,low,0.43,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,34,F,8,C,medium,N,2024Q3,16,0.63,51,42,medium,0.55,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,27,F,5,B,medium,Y,2024Q4,11,0.72,48,15,low,0.33,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,34,M,7,C,medium,N,2024Q4,11,0.63,36,25,low,0.53,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,49,F,15,B,high,N,2024Q4,14,0.5,65,55,medium,0.47,18
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,59,F,5,B,low,N,2024Q2,2,1.0,64,15,low,0.38,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,F,4,C,medium,Y,2024Q2,11,0.85,75,25,low,0.45,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,45,F,11,B,medium,Y,2024Q1,21,0.61,32,27,low,0.27,18
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,31,F,4,A,medium,Y,2024Q1,10,0.77,56,20,low,0.28,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,41,M,2,B,low,Y,2024Q4,4,0.76,45,0,low,0.4,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,32,M,7,B,medium,N,2024Q1,16,0.84,66,42,medium,0.45,12
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,54,M,1,C,high,Y,2024Q2,20,0.36,46,67,high,0.72,2
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,28,F,4,B,high,Y,2024Q4,11,0.57,70,50,medium,0.47,8
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,48,M,4,B,high,N,2024Q1,5,0.5,58,55,medium,0.55,7
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,33,M,8,B,medium,N,2024Q2,19,0.54,63,52,medium,0.47,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,38,F,7,B,medium,Y,2024Q1,7,0.7,40,15,low,0.33,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,42,F,3,B,high,N,2024Q4,28,0.46,77,85,high,0.62,4
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,49,M,4,B,low,Y,2024Q2,0,0.83,56,5,low,0.28,11
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,29,M,7,A,medium,Y,2024Q4,4,0.68,76,25,low,0.3,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,25,F,3,C,medium,N,2024Q2,9,0.74,59,30,low,0.53,9
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,39,M,9,C,low,Y,2024Q3,0,0.92,56,5,low,0.38,16
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,58,M,5,A,low,Y,2024Q1,4,0.95,40,0,low,0.23,14
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,36,F,6,B,medium,Y,2024Q3,6,0.78,73,25,low,0.35,13
분당서울대학교병원,경기도,5747.0,79001.0,81331.54,23,M,0,C,low,Y,2024Q1,2,0.91,41,0,low,0.5,7
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,46,F,9,B,low,Y,2024Q3,0,0.88,22,0,low,0.17,18
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,29,M,7,B,medium,N,2024Q2,9,0.72,24,25,low,0.32,13
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,38,F,3,C,medium,Y,2024Q2,4,0.71,23,15,low,0.32,10
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,23,M,1,A,medium,N,2024Q4,19,0.59,25,47,medium,0.43,8
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,29,F,5,C,medium,Y,2024Q2,12,0.85,20,15,low,0.32,12
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,33,M,0,B,low,N,2024Q2,0,0.86,43,10,low,0.39,6
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,46,F,2,C,low,N,2024Q2,3,0.87,30,10,low,0.49,8
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,50,M,5,B,low,N,2024Q3,5,0.71,14,10,low,0.27,11
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,50,M,5,B,medium,N,2024Q1,16,0.7,30,37,medium,0.34,10
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,27,F,3,A,high,N,2024Q2,19,0.32,20,72,high,0.44,6
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,34,M,9,B,high,N,2024Q1,26,0.4,30,75,high,0.49,10
사립학교교직원연금공단,전라남도,254.0,67437.0,61726.15,49,M,2,B,medium,N,2024Q1,13,0.67,10,25,low,0.44,8
